  Isosteric Heat of Adsorption 
  H2O 
# External Pressure (MPa), Delta(H) (kJ/kg), Uncertainty in Delta(H)
1e-06 79.90769448219342 5.425065940889956e-18
5e-06 84.30419679820467 5.3289580087130446e-18
1e-05 76.3189838428765 2.830879898210175e-18
5e-05 70.94026353660172 5.417233847222426e-18
0.0001 70.49453379628525 7.953966757602642e-18
0.0005 73.27962369129807 2.179919050857939e-17
0.001 66.08688554132517 1.2417738186779074e-17
0.005 75.56496056491174 1.8517875118368234e-17
0.01 66.80223406772075 1.7094961821003184e-17
0.05 64.00788037925359 1.7220425870053674e-17
0.1 51.93945903546208 1.726439410706594e-17
0.5 44.2325296012984 3.039573282500021e-17
1.0 45.57204053023101 2.0871161321475298e-17
5.0 41.71205274361231 6.00035449707916e-17
10.0 45.937763453759295 3.964047629357403e-17
50.0 58.72620351779954 1.3227105663226697e-16
100.0 55.34672837421172 6.831655607394964e-17

  Isosteric Heat of Adsorption 
  CO2 
# External Pressure (MPa), Delta(H) (kJ/kg), Uncertainty in Delta(H)
1e-06 72.1614844183762 7.595604096104213e-20
5e-06 67.63473478886057 6.180415561918576e-20
1e-05 66.01299792792929 5.361594747655227e-20
5e-05 62.37413192859714 6.77990790368281e-20
0.0001 60.59784309649185 9.658655799111085e-20
0.0005 51.369355461583204 1.1819120849106967e-19
0.001 49.75186304320707 1.4396970357824197e-19
0.005 48.247934439820085 2.515727083274639e-19
0.01 49.90390886036269 3.8714417439872264e-19
0.05 48.06583895780763 5.2149976432459325e-19
0.1 47.84746061847714 1.1230695887982242e-18
0.5 50.23597264364567 1.9909086797706344e-18
1.0 47.24230986554131 2.0624300577069878e-18
5.0 46.32358399081126 3.122576863883865e-18
10.0 45.733985832310175 2.9593077798519744e-18
50.0 47.16442895962758 3.8092644489654756e-18
100.0 34.98056747804338 2.895048018152386e-18

  Entropy change
# Change in pressure (MPa), Delta(S)_water (J/kg/K), Delta(S)_co2 (J/kg/K)
-0.04 -206.12835428095613 -195.3124220595135
-0.045 -314.35024766547514 -278.6057296996426
-0.049 -553.6056029455842 -470.7781018827108
-0.0495 -662.469449642954 -528.763897491262
-0.0499 -924.943058367257 -654.3993689313027
-0.04995 -1015.185525532023 -698.4708893339258
-0.04999 -1340.5752029304695 -772.5620451215092
-0.049995 -1433.8528330007468 -793.7326376275324
-0.049999 -1770.6035421887373 -827.7879099676658
0.4 186.19427703071585 151.7630922001898
0.9 187.1150919742717 210.47194155812255
4.9 274.2934159329994 308.5900983738282
9.9 278.6236175162028 297.8727346877183
49.9 294.3797982264065 368.91507565866596
99.9 318.19815835300125 372.4658146913418
